0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-4.136238258687965886e-05,-6.911788849595090767e-19,-1.295204553054445721e-17,7.735606386801018204e-03,-3.630455531809612287e-03,-1.352992881576080102e-02,2.293157044671287601e-17,-8.707870018290231892e-04,-8.707870018290703520e-04,-8.707870018290386933e-04,-8.707870018290497522e-04,0.000000000000000000e+00
0.000000000000000000e+00,5.801137617413121110e-03,-6.911788849595090767e-19,6.763267888386197204e-16,1.307356063868010398e-01,-1.266304555318096270e-01,1.094700711842392093e-01,-6.658899954830780657e-16,1.221292129981709912e-01,1.221292129981709357e-01,1.221292129981709773e-01,1.221292129981709634e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.175425415272479630e-03,1.036768327439263615e-17,6.719054540148666915e-16,2.419151873546274978e-01,-2.496304555318096252e-01,2.036692499843616999e-01,-6.636369490867590299e-16,1.510615876899466525e-01,1.510615876899472354e-01,1.510615876899467913e-01,1.510615876899470689e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.745178442629880797e-03,9.717161970901333490e-18,6.762389762725015735e-16,2.997017152420698993e-01,-3.564432552197451254e-01,2.420950199332423669e-01,-6.657421318831248308e-16,1.630563882658919439e-01,1.630563882658924713e-01,1.630563882658920827e-01,1.630563882658923602e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.018848887739422199e-03,1.234635223917868174e-17,6.685382466877341170e-16,3.416133786820708673e-01,-4.311281098023160840e-01,2.643313122353095901e-01,-6.674587007049527687e-16,1.688178713208295656e-01,1.688178713208302595e-01,1.688178713208297599e-01,1.688178713208300930e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.199103585223655247e-03,1.465028185571037866e-17,6.665102906755675659e-16,3.769030317875936009e-01,-4.921042115168574038e-01,2.795440833968683703e-01,-6.702342836519806448e-16,1.726127070573396649e-01,1.726127070573404976e-01,1.726127070573398870e-01,1.726127070573402755e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.331597329956931183e-03,1.662895082049642426e-17,6.619657572722278137e-16,4.082145187451464707e-01,-5.447370205775432517e-01,2.904545701172263628e-01,-6.710806388197621588e-16,1.754020490517243791e-01,1.754020490517253228e-01,1.754020490517246289e-01,1.754020490517250730e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.434677636718667174e-03,1.662895082049642426e-17,6.618295974137788063e-16,4.367742130041731285e-01,-5.915459798006372782e-01,2.983554647108153657e-01,-6.715898315577598470e-16,1.775721607730240681e-01,1.775721607730250118e-01,1.775721607730243179e-01,1.775721607730247620e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.517669796161482509e-03,1.662895082049642426e-17,6.611218141584209514e-16,4.632746442041279500e-01,-6.339695496360268079e-01,3.039923231979946294e-01,-6.711289770629716582e-16,1.793193641297149143e-01,1.793193641297158580e-01,1.793193641297151641e-01,1.793193641297156082e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.586000173972986940e-03,1.662895082049642426e-17,6.698053762065498134e-16,4.881534204523228504e-01,-6.729270514234939604e-01,3.078464862699009097e-01,-6.670486255894524614e-16,1.807578983994307942e-01,1.807578983994317379e-01,1.807578983994310162e-01,1.807578983994314603e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.643123356969059298e-03,1.630030203696175573e-17,6.721497596209467440e-16,5.117082315445905527e-01,-7.090516487360395415e-01,3.102530573976169936e-01,-6.755458955634321197e-16,1.819604917256638921e-01,1.819604917256648080e-01,1.819604917256641141e-01,1.819604917256645582e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.691386246185003536e-03,1.465028185571037866e-17,6.721859525240204417e-16,5.341524754817447151e-01,-7.428035160324101271e-01,3.114584449548271072e-01,-6.734084554770046780e-16,1.829765525512627722e-01,1.829765525512636049e-01,1.829765525512629665e-01,1.829765525512633551e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.732464511943090896e-03,1.497893063924504720e-17,6.618844898155913380e-16,5.556452450033374513e-01,-7.745310426391783798e-01,3.116515796528083193e-01,-6.854628024501708987e-16,1.838413581461698365e-01,1.838413581461706969e-01,1.838413581461700586e-01,1.838413581461704471e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.767603057755500584e-03,1.761489717110042985e-17,6.478334569788010654e-16,5.763088229418449338e-01,-8.045066321732043946e-01,3.109822185954556617e-01,-6.863241646900374375e-16,1.845811170053783812e-01,1.845811170053793804e-01,1.845811170053786310e-01,1.845811170053791028e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.797757605914500664e-03,1.794524002052960698e-17,6.429855220603332449e-16,5.962395267474008831e-01,-8.329489367277267409e-01,3.095723349274681624e-01,-6.961308362980531472e-16,1.852159495981994253e-01,1.852159495982004522e-01,1.852159495981996751e-01,1.852159495982001469e-01,0.000000000000000000e+00
