0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.757328196835892147e-05,-4.607859233063393845e-19,-8.634977373124634918e-18,5.156639712554698593e-03,-2.420284307559397632e-03,-9.019540712174896682e-03,1.528781036551247368e-17,-5.804901467022781673e-04,-5.804901467023096092e-04,-5.804901467022885756e-04,-5.804901467022959482e-04,0.000000000000000000e+00
0.000000000000000000e+00,5.814926718031641732e-03,-4.607859233063393845e-19,8.802586611840086043e-16,1.281566397125546986e-01,-1.254202843075594154e-01,1.139804592878251172e-01,-8.813610039965328424e-16,1.224195098532977338e-01,1.224195098532977061e-01,1.224195098532977199e-01,1.224195098532977199e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.730076289273094828e-03,-2.412349833780247366e-18,8.882912686754448074e-16,2.034039353482104406e-01,-2.484202843075594136e-01,1.781056332074317239e-01,-8.854031639999685961e-16,1.416858166162757449e-01,1.416858166162756061e-01,1.416858166162757171e-01,1.416858166162756616e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.006626273745334733e-03,-2.412349833780247366e-18,8.879373058347004097e-16,2.432249226104642448e-01,-3.231307537153503828e-01,2.061795729087969598e-01,-8.869567620780226342e-16,1.475079215525334220e-01,1.475079215525332832e-01,1.475079215525333942e-01,1.475079215525333387e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.167599914313409031e-03,-2.412349833780247366e-18,8.897188685676165381e-16,2.745304907336796885e-01,-3.803539346342696414e-01,2.253089054301055383e-01,-8.864711321588888327e-16,1.508968403013349890e-01,1.508968403013348503e-01,1.508968403013349613e-01,1.508968403013349058e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.281301554188098629e-03,-2.412349833780247366e-18,8.889355419890204945e-16,3.015266473158377258e-01,-4.286392560293538767e-01,2.398369430897341059e-01,-8.868173293918646326e-16,1.532905590355389813e-01,1.532905590355388425e-01,1.532905590355389536e-01,1.532905590355388981e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.368706711789707944e-03,-1.755052266710910303e-18,8.891803420230274042e-16,3.257618514101922047e-01,-4.711747873859699065e-01,2.514031877073111265e-01,-8.886612665594737785e-16,1.551306676166254728e-01,1.551306676166253895e-01,1.551306676166254728e-01,1.551306676166254173e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.439241207982366655e-03,-1.755052266710910303e-18,8.892166345486541163e-16,3.480221849276591839e-01,-5.095956788830380280e-01,2.608565993728065857e-01,-8.880003804950261568e-16,1.566156043785761898e-01,1.566156043785761065e-01,1.566156043785761898e-01,1.566156043785761343e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.498004640542673543e-03,-4.065758146820641628e-18,8.924541645412751906e-16,3.687739441472206448e-01,-5.448818547566747217e-01,2.687106982980325687e-01,-8.852859425860324558e-16,1.578527292745827149e-01,1.578527292745824928e-01,1.578527292745826871e-01,1.578527292745825761e-01,0.000000000000000000e+00
